act,scene,character,dialogue,line_number,paraphrased
Act V,Scene I,Hamlet,"come; make her laugh at that. Prithee, Horatio, tell",3472," Could you please make her laugh with that joke, Horatio?"
Act V,Scene I,Hamlet,me one thing.,3473, Let me clarify something for you.
Act V,Scene I,Horatio,"What's that, my lord?",3474," What's up, mate? (informal address to a man)"
Act V,Scene I,Hamlet,Dost thou think Alexander looked o' this fashion i',3475, Doesn't it seem like Alexander was dressed this way?
Act V,Scene I,Hamlet,the earth?,3476, The planet Earth?
Act V,Scene I,Horatio,E'en so.,3477," Indeed, so."
Act V,Scene I,Hamlet,And smelt so? pah!,3478, And that smells so badly? Pfft!
Act V,Scene I,[stage direction],Puts down the skull,, Sets aside the skull
Act V,Scene I,Horatio,"E'en so, my lord.",3479,"Of course, my lord."
Act V,Scene I,Hamlet,"To what base uses we may return, Horatio! Why may",3480," To which base shall we go back, Horatio? What reason is there for that?"
Act V,Scene I,Hamlet,"not imagination trace the noble dust of Alexander,",3481," Imagination doesn't trace the noble dust of Alexander. (or)
Imagination can't follow the noble trail of Alexander."
Act V,Scene I,Hamlet,till he find it stopping a bung-hole?,3482, until he finds it plugging a leak?
Act V,Scene I,Horatio,"'Twere to consider too curiously, to consider so.",3483, It would be overanalyzing to this extent.
Act V,Scene I,Hamlet,"No, faith, not a jot; but to follow him thither with",3484," No, no faith at all; I'll just follow him there."
Act V,Scene I,Hamlet,"modesty enough, and likelihood to lead it: as",3485, Modest enough and likely to guide it: as such
Act V,Scene I,Hamlet,"thus: Alexander died, Alexander was buried,",3486," Therefore, Alexander passed away and was interred."
Act V,Scene I,Hamlet,Alexander returneth into dust; the dust is earth; of,3487," Alexander turns to dust, and that dust is simply earth."
Act V,Scene I,Hamlet,"earth we make loam; and why of that loam, whereto he",3488, We turn earth into soil. And from where does this soil come?
Act V,Scene I,Hamlet,"was converted, might they not stop a beer-barrel?",3489, Could it possibly be used to prevent a rolling barrel of beer?
Act V,Scene I,Hamlet,"Imperious Caesar, dead and turn'd to clay,",3490," Imperial Caesar, now turned to dust and decay"
Act V,Scene I,Hamlet,Might stop a hole to keep the wind away:,3491, Might plug a gap to block the wind.
Act V,Scene I,Hamlet,"O, that that earth, which kept the world in awe,",3492," Oh, if only Earth could captivate us as it once did."
Act V,Scene I,Hamlet,Should patch a wall to expel the winter flaw!,3493, It would be best to fix that hole in the wall to keep cold drafts out during winter!
Act V,Scene I,Hamlet,But soft! but soft! aside: here comes the king.,3494," Oh, look! Look! Over there: Here's the monarch approaching."
Act V,Scene I,[stage direction],"Enter Priest,  &amp; c. in procession; the Corpse of  OPHELIA, LAERTES and Mourners following; KING CLAUDIUS, QUEEN GERTRUDE, their trains,  &amp; c",," A Priest leads, accompanied by others, entering in a procession. Behind them, Ophelia's body, Laertes, and mourners follow. King Claudius, Queen Gertrude, and their attendants trail behind as well."
Act V,Scene I,Hamlet,"The queen, the courtiers: who is this they follow?",3495, The queen and her court are following who exactly?
Act V,Scene I,Hamlet,And with such maimed rites? This doth betoken,3496, And with these incomplete rituals? This suggests something.
Act V,Scene I,Hamlet,The corse they follow did with desperate hand,3497," The course they were following was gripped tightly, desperately."
Act V,Scene I,Hamlet,Fordo its own life: 'twas of some estate.,3498, Ford lived quite comfortably.
Act V,Scene I,Hamlet,"Couch we awhile, and mark.",3499, Let's sit for a bit and observe.
Act V,Scene I,[stage direction],Retiring with HORATIO,, Leaving with Horatio
Act V,Scene I,Laertes,What ceremony else?,3500, What other ceremony is there?
Act V,Scene I,Hamlet,"That is Laertes,",3501, That's Laertes. (Modern English)
Act V,Scene I,Hamlet,A very noble youth: mark.,3502, A highly distinguished young man: Marc.
Act V,Scene I,Laertes,What ceremony else?,3503, What other ceremony is there?
Act V,Scene I,First Priest,Her obsequies have been as far enlarged,3504, Her funeral arrangements were greatly expanded.
Act V,Scene I,First Priest,As we have warrantise: her death was doubtful;,3505," According to our records, her death is questionable."
Act V,Scene I,First Priest,"And, but that great command o'ersways the order,",3506," However, that crucial rule overrides the arrangement."
Act V,Scene I,First Priest,She should in ground unsanctified have lodged,3507, She shouldn't have been buried unceremoniously.
Act V,Scene I,First Priest,"Till the last trumpet: for charitable prayers,",3508," Until the very last moment, for acts of kindness and compassion."
Act V,Scene I,First Priest,"Shards, flints and pebbles should be thrown on her;",3509," Pieces of broken pottery, rocks, or small stones should be hurled at her."
Act V,Scene I,First Priest,"Yet here she is allow'd her virgin crants,",3510, Yet here she's permitted to keep her virginity (or chastity).
Act V,Scene I,First Priest,Her maiden strewments and the bringing home,3511, Her first decorations and returning home
Act V,Scene I,First Priest,Of bell and burial.,3512, Of bells and funerals.
Act V,Scene I,Laertes,Must there no more be done?,3513, Shouldn't anything else be done?
Act V,Scene I,First Priest,No more be done:,3514, Nothing else is to be done.
Act V,Scene I,First Priest,We should profane the service of the dead,3515, We ought to disrespect the funeral rites for the deceased.
Act V,Scene I,First Priest,To sing a requiem and such rest to her,3516, To sing a song of comfort and peace for her.
Act V,Scene I,First Priest,As to peace-parted souls.,3517, Regarding separated spirits.
Act V,Scene I,Laertes,Lay her i' the earth:,3518, Lay her to rest on the earth.
Act V,Scene I,Laertes,And from her fair and unpolluted flesh,3519," And from her pristine, untainted skin

Or simply:
   And from her pure, unsoiled body

In this context, ""flesh"" is used metaphorically to refer to a woman's body. I aimed to find more contemporary phrasing that still conveys the same sense of purity and lack of impurity or contamination."
Act V,Scene I,Laertes,"May violets spring! I tell thee, churlish priest,",3520," Let's have violets bloom! I'm telling you, unkind cleric, (informal and casual)"
Act V,Scene I,Laertes,"A ministering angel shall my sister be,",3521, My sister will be like an attentive and caring helper to me.
Act V,Scene I,Laertes,When thou liest howling.,3522, When you lie howling.
Act V,Scene I,Hamlet,"What, the fair Ophelia!",3523," What, lovely Ophelia! (or simply) Oh, Ophelia!"
Act V,Scene I,Queen Gertrude,Sweets to the sweet: farewell!,3524," Sweetheart, goodbye! (Informal)
   Or simply
   Goodbye, dear! (Formal)"
Act V,Scene I,[stage direction],Scattering flowers,, Scatter petals (or scattering flower petals)
Act V,Scene I,Queen Gertrude,I hoped thou shouldst have been my Hamlet's wife;,3525, I wished you could have been Hamlet's wife instead.
Act V,Scene I,Queen Gertrude,"I thought thy bride-bed to have deck'd, sweet maid,",3526," I thought to prepare your wedding bed, dear girl."
Act V,Scene I,Queen Gertrude,And not have strew'd thy grave.,3527, And you didn't scatter your grave.
Act V,Scene I,Laertes,"O, treble woe",3528," Oh, triple misery"
Act V,Scene I,Laertes,"Fall ten times treble on that cursed head,",3529," Fall ten times, triple the curse upon that accursed head."
Act V,Scene I,Laertes,Whose wicked deed thy most ingenious sense,3530, Whose wicked act your incredibly smart mind perceives
Act V,Scene I,Laertes,"Deprived thee of! Hold off the earth awhile,",3531, Denied it to you! Pause the world for a moment.
Act V,Scene I,Laertes,Till I have caught her once more in mine arms:,3532, Until I hold her again:
Act V,Scene I,[stage direction],Leaps into the grave,," Jumps into the graveyard

or

Throws oneself into a grave

or (informal)

Buries oneself in the grave

(Note that ""grave"" can refer to both a burial site and a graveyard. The specific meaning may vary depending on context.)"
Act V,Scene I,Laertes,"Now pile your dust upon the quick and dead,",3533, Now heap up dust on both the living and the deceased.
Act V,Scene I,Laertes,"Till of this flat a mountain you have made,",3534," From turning this flat into a mountain, you've accomplished it."
Act V,Scene I,Laertes,"To o'ertop old Pelion, or the skyish head",3535," To surpass the ancient Mount Pelion, or reach its lofty peak skyward"
Act V,Scene I,Laertes,Of blue Olympus.,3536, The blue-hued heavens.
Act V,Scene I,Hamlet,[Advancing]     What is he whose grief,3537, Who is this person experiencing such sorrow?
Act V,Scene I,Hamlet,Bears such an emphasis? whose phrase of sorrow,3538, Does it really stress bears that much? What about his phrase of sadness?
Act V,Scene I,Hamlet,"Conjures the wandering stars, and makes them stand",3539, Summons the wandering stars and holds them still
Act V,Scene I,Hamlet,"Like wonder-wounded hearers? This is I,",3540, As if you're stunned listeners? That's me.
Act V,Scene I,Hamlet,Hamlet the Dane.,3541," Hamlet, the Dane (modernized)

Or:
Hamlet Danish (informal, contemporary)"
Act V,Scene I,[stage direction],Leaps into the grave,, Jumps into the tomb/grave site/burial plot
Act V,Scene I,Laertes,The devil take thy soul!,3542," May your soul be forfeit to the devil! (informal, harsh) or

God forgive you! (more polite, formal)"
Act V,Scene I,[stage direction],Grappling with him,, Struggling against him
Act V,Scene I,Hamlet,Thou pray'st not well.,3543, You're not praying properly.
Act V,Scene I,Hamlet,"I prithee, take thy fingers from my throat;",3544, Please remove your fingers from my neck.
Act V,Scene I,Hamlet,"For, though I am not splenitive and rash,",3545," Despite not being hot-tempered or impulsive,"
Act V,Scene I,Hamlet,"Yet have I something in me dangerous,",3546," Still, there's something within me that's potentially harmful."
Act V,Scene I,Hamlet,Which let thy wiseness fear: hold off thy hand.,3547, Let your wisdom guide you to refrain from acting.
Act V,Scene I,King Claudius,Pluck them asunder.,3548, Separate them.
Act V,Scene I,Queen Gertrude,"Hamlet, Hamlet!",3549," Oh, Hamlet, Hamlet! (informal)
   Hey, Hamlet, it's you again! (colloquial)"
Act V,Scene I,All,"Gentlemen,--",3550," Dear Sirs,
or more casually,
Hey folks,"
Act V,Scene I,Horatio,"Good my lord, be quiet.",3551," Please, my lord, could you keep it down?"
Act V,Scene I,[stage direction],"The Attendants part them, and they come out of the grave",," The Escorts clear a path for them, and they exit the tomb."
Act V,Scene I,Hamlet,Why I will fight with him upon this theme,3552, Why am I going to argue with him about that topic?
Act V,Scene I,Hamlet,Until my eyelids will no longer wag.,3553, Until I can't blink anymore.
Act V,Scene I,Queen Gertrude,"O my son, what theme?",3554,"Oh, my child, what's your topic?"
Act V,Scene I,Hamlet,I loved Ophelia: forty thousand brothers,3555," I deeply adored Ophelia, as if I had forty thousand siblings."
Act V,Scene I,Hamlet,"Could not, with all their quantity of love,",3556," Couldn't, despite their abundance of love,"
Act V,Scene I,Hamlet,Make up my sum. What wilt thou do for her?,3557, Calculate my total. What are you planning to do for her?
Act V,Scene I,King Claudius,"O, he is mad, Laertes.",3558," Oh, Laertes, he's really upset."
Act V,Scene I,Queen Gertrude,"For love of God, forbear him.",3559," For God's sake, be patient with him."
Act V,Scene I,Hamlet,"'Swounds, show me what thou'lt do:",3560," ""For goodness sake, demonstrate your intentions."""
Act V,Scene I,Hamlet,Woo't weep? woo't fight? woo't fast? woo't tear thyself?,3561," Will you cry, will you fight, will you run away, or will you destroy yourself? (Using ""you"" instead of ""thyself"")"
Act V,Scene I,Hamlet,Woo't drink up eisel? eat a crocodile?,3562," Would you like to drink gelatin, eat a crocodile?"
Act V,Scene I,Hamlet,I'll do't. Dost thou come here to whine?,3563," I won't do that, are you here to complain?"
Act V,Scene I,Hamlet,To outface me with leaping in her grave?,3564, To leap from her grave as if challenging me?
Act V,Scene I,Hamlet,"Be buried quick with her, and so will I:",3565," Let's be buried together, and I will follow suit."
Act V,Scene I,Hamlet,"And, if thou prate of mountains, let them throw",3566," And, if you talk about mountains, let them appear

Or alternatively:

If you discuss mountains, let them emerge

These versions aim to preserve the original style while making it more contemporary and easier for a modern reader to understand."
Act V,Scene I,Hamlet,"Millions of acres on us, till our ground,",3567, Millions of acres available for farming and cultivation on our soil.
Act V,Scene I,Hamlet,"Singeing his pate against the burning zone,",3568, Singing his scalp against the fiery area.
Act V,Scene I,Hamlet,"Make Ossa like a wart! Nay, an thou'lt mouth,",3569," Make Ossa seem as unsightly as a wart! No, if you insist on arguing,"
Act V,Scene I,Hamlet,I'll rant as well as thou.,3570, I can rant just as much as you can.
Act V,Scene I,Queen Gertrude,This is mere madness:,3571, This is sheer insanity.
Act V,Scene I,Queen Gertrude,And thus awhile the fit will work on him;,3572," And for some time, the device should function properly for him."
Act V,Scene I,Queen Gertrude,"Anon, as patient as the female dove,",3573," Anonymous, as patient as a dove (female),"
Act V,Scene I,Queen Gertrude,"When that her golden couplets are disclosed,",3574, When her shining stanzas become public knowledge
Act V,Scene I,Queen Gertrude,His silence will sit drooping.,3575, His silence hangs heavily.
Act V,Scene I,Hamlet,"Hear you, sir;",3576," ""Can I hear you, sir?"" or ""May I have your attention, sir?"""
Act V,Scene I,Hamlet,What is the reason that you use me thus?,3577, Why do you treat me this way?
Act V,Scene I,Hamlet,I loved you ever: but it is no matter;,3578," I've always loved you, but it doesn't matter now."
Act V,Scene I,Hamlet,"Let Hercules himself do what he may,",3579, No matter what Hercules tries to do...
Act V,Scene I,Hamlet,The cat will mew and dog will have his day.,3580," The cat will yowl, and the dog will get its day."
Act V,Scene I,[stage direction],Exit,, Leave / Depart / Quit (depending on context)
Act V,Scene I,King Claudius,"I pray you, good Horatio, wait upon him.",3581," ""Please, Horatio, stay with him."""
Act V,Scene I,[stage direction],Exit HORATIO,," Goodbye, Horatio."
Act V,Scene I,[stage direction],To LAERTES,, To Laertes (modern spelling: Leartes)
Act V,Scene I,King Claudius,Strengthen your patience in our last night's speech;,3582," Reinforce your patience, as per last night's address."
Act V,Scene I,King Claudius,We'll put the matter to the present push.,3583, We'll deal with it immediately.
Act V,Scene I,King Claudius,"Good Gertrude, set some watch over your son.",3584," Good Gertie, keep an eye on your boy."
Act V,Scene I,King Claudius,This grave shall have a living monument:,3585, This grave will have a living tribute.
Act V,Scene I,King Claudius,An hour of quiet shortly shall we see;,3586, We'll soon enjoy a peaceful hour.
Act V,Scene I,King Claudius,"Till then, in patience our proceeding be.",3587," Until then, let's be patient."
Act V,Scene I,[stage direction],Exeunt,, They exit (from a play)
Act V,Scene II,[stage direction],Enter HAMLET and HORATIO,, Hamlet and Horatio enter the scene.
Act V,Scene II,Hamlet,"So much for this, sir: now shall you see the other;",3588," Alright, let's move on to the next one. You'll get a glimpse of it now."
Act V,Scene II,Hamlet,You do remember all the circumstance?,3589, Did you recall every detail about what happened?
Act V,Scene II,Horatio,"Remember it, my lord?",3590," Do you recall it, sir?"
Act V,Scene II,Hamlet,"Sir, in my heart there was a kind of fighting,",3591,"Sir, I felt like battling something inside me."
Act V,Scene II,Hamlet,That would not let me sleep: methought I lay,3592, That didn't allow me to sleep; it seemed like I was awake.
Act V,Scene II,Hamlet,"Worse than the mutines in the bilboes. Rashly,",3593," Worse than the riots while in prison. Hastily, [Modern English]"
Act V,Scene II,Hamlet,"And praised be rashness for it, let us know,",3594," And let impulsiveness guide us, so we learn."
Act V,Scene II,Hamlet,"Our indiscretion sometimes serves us well,",3595," At times, our mistakes can unexpectedly benefit us."
Act V,Scene II,Hamlet,When our deep plots do pall: and that should teach us,3596," When our complex plans fail, as it should, we learn."
Act V,Scene II,Hamlet,"There's a divinity that shapes our ends,",3597, There's a power at work guiding our destinies.
Act V,Scene II,Hamlet,"Rough-hew them how we will,--",3598," Regardless of how we shape them, they'll still remain as such. (In reference to people)"
Act V,Scene II,Horatio,That is most certain.,3599, That's absolutely certain.
Act V,Scene II,Hamlet,"Up from my cabin,",3600, I stepped out of my cabin.
Act V,Scene II,Hamlet,"My sea-gown scarf'd about me, in the dark",3601," Wrapped in a robe by the seashore, in the night"
Act V,Scene II,Hamlet,Groped I to find out them; had my desire.,3602, I touched her to satisfy myself.
Act V,Scene II,Hamlet,"Finger'd their packet, and in fine withdrew",3603, Opened their bag and left afterwards.
Act V,Scene II,Hamlet,"To mine own room again; making so bold,",3604, To return to my own room once more; being rather audacious.
Act V,Scene II,Hamlet,"My fears forgetting manners, to unseal",3605," My manners momentarily slipping due to my overwhelming fear, I broke the seal (on something)"
Act V,Scene II,Hamlet,"Their grand commission; where I found, Horatio,--",3606," Their main task; that's where I discovered, Horatio-- (Informal: Their big assignment; that's where I stumbled upon, Horatio)"
Act V,Scene II,Hamlet,"O royal knavery!--an exact command,",3607, Oh wicked royalty! --A precise order.
Act V,Scene II,Hamlet,Larded with many several sorts of reasons,3608, Packed with numerous varieties of explanations
Act V,Scene II,Hamlet,"Importing Denmark's health and England's too,",3609, Importing Denmark's healthcare system and also that of England.
Act V,Scene II,Hamlet,"With, ho! such bugs and goblins in my life,",3610, With these pesky nuisances and spooky creatures plaguing me everyday!
Act V,Scene II,Hamlet,"That, on the supervise, no leisure bated,",3611," On supervision, there was no lack of work."
Act V,Scene II,Hamlet,"No, not to stay the grinding of the axe,",3612," No, I'm not there for the sound of the chainsaw."
Act V,Scene II,Hamlet,My head should be struck off.,3613, I ought to lose my head.
Act V,Scene II,Horatio,Is't possible?,3614, Is it possible? (Informal: Is there any chance?)
Act V,Scene II,Hamlet,Here's the commission: read it at more leisure.,3615, Here's your assignment: take your time to go through it.
Act V,Scene II,Hamlet,But wilt thou hear me how I did proceed?,3616, But will you listen to how I went about it?
Act V,Scene II,Horatio,I beseech you.,3617, I'm begging you.
Act V,Scene II,Hamlet,"Being thus be-netted round with villanies,--",3618," Enveloped by a web of vices,--"
Act V,Scene II,Hamlet,"Ere I could make a prologue to my brains,",3619," Before I could even begin thinking,"
Act V,Scene II,Hamlet,"They had begun the play--I sat me down,",3620," They started playing, so I took a seat."
Act V,Scene II,Hamlet,"Devised a new commission, wrote it fair:",3621," Designed a fresh project, made it clear and concise."
Act V,Scene II,Hamlet,"I once did hold it, as our statists do,",3622," I formerly held that view, much like today's political figures do."
Act V,Scene II,Hamlet,A baseness to write fair and labour'd much,3623," A lack of integrity to produce honest, well-crafted work

Or more concisely:

Inauthenticity in creating quality work"
Act V,Scene II,Hamlet,"How to forget that learning, but, sir, now",3624," How can I stop remembering that knowledge, yet, sir, what's needed now?"
Act V,Scene II,Hamlet,It did me yeoman's service: wilt thou know,3625, It served me faithfully; will you know?
Act V,Scene II,Hamlet,The effect of what I wrote?,3626, What's the impact of what I wrote?
Act V,Scene II,Horatio,"Ay, good my lord.",3627," Ah, good sir."
Act V,Scene II,Hamlet,"An earnest conjuration from the king,",3628, A sincere request from the king
Act V,Scene II,Hamlet,"As England was his faithful tributary,",3629," As England remained loyal and paid its dues to him,"
Act V,Scene II,Hamlet,"As love between them like the palm might flourish,",3630, Their love could blossom as a palm tree does.
Act V,Scene II,Hamlet,As peace should stiff her wheaten garland wear,3631, As peace should adorn her wheat-colored wreath with elegance
Act V,Scene II,Hamlet,"And stand a comma 'tween their amities,",3632, And a comma separates their friendships.
Act V,Scene II,Hamlet,"And many such-like 'As'es of great charge,",3633," And numerous similar ""As"" symbols indicating significant costs.

Or simply:
And many such ""As"" indicators of high expense."
Act V,Scene II,Hamlet,"That, on the view and knowing of these contents,",3634," Based on this information, I understand..."
Act V,Scene II,Hamlet,"Without debatement further, more or less,",3635, Beyond a shadow of a doubt
Act V,Scene II,Hamlet,"He should the bearers put to sudden death,",3636, They should immediately kill them.
Act V,Scene II,Hamlet,Not shriving-time allow'd.,3637, Not allowed during confession time.
Act V,Scene II,Horatio,How was this seal'd?,3638, How was this secured?
Act V,Scene II,Hamlet,"Why, even in that was heaven ordinant.",3639," Even then, it felt like heaven's rule."
Act V,Scene II,Hamlet,"I had my father's signet in my purse,",3640, I had my father's ring in my wallet.
Act V,Scene II,Hamlet,Which was the model of that Danish seal;,3641, What was the design of that particular Danish seal?
Act V,Scene II,Hamlet,"Folded the writ up in form of the other,",3642, Folded it to match the shape of the other one.
Act V,Scene II,Hamlet,"Subscribed it, gave't the impression, placed it safely,",3643," I subscribed to it, gave the impression that it was safe, and put it securely."
Act V,Scene II,Hamlet,"The changeling never known. Now, the next day",3644, The changeling was never recognized. On the following day...
Act V,Scene II,Hamlet,Was our sea-fight; and what to this was sequent,3645," Our battle at sea ensued, and the events that followed were consequent. (Modernized)

Or simply:

Our sea battle took place, and subsequent events happened."
Act V,Scene II,Hamlet,Thou know'st already.,3646, You already know that.
Act V,Scene II,Horatio,So Guildenstern and Rosencrantz go to't.,3647," So, Guildenstern and Rosencrantz head off."
Act V,Scene II,Hamlet,"Why, man, they did make love to this employment;",3648," Why, buddy, they were extremely passionate about that job."
Act V,Scene II,Hamlet,They are not near my conscience; their defeat,3649, They're not on my conscience; they've been defeated.
Act V,Scene II,Hamlet,Does by their own insinuation grow:,3650, Does it naturally develop from what they suggest?
Act V,Scene II,Hamlet,'Tis dangerous when the baser nature comes,3651, It's dangerous when our base instincts emerge
Act V,Scene II,Hamlet,Between the pass and fell incensed points,3652, Between the two fiercely angry spots (places)
Act V,Scene II,Hamlet,Of mighty opposites.,3653, Of colossal contrasts.
Act V,Scene II,Horatio,"Why, what a king is this!",3654, What a magnificent king this is!
Act V,Scene II,Hamlet,"Does it not, think'st thee, stand me now upon--",3655, Does it not seem to you that I am currently in a position where...? (Or) Is it not your belief that I am standing at a point in my life where...?
Act V,Scene II,Hamlet,"He that hath kill'd my king and whored my mother,",3656," The one who killed my king and dishonored my mother

or more casually:

The guy who murdered my king and slept with my mom

(Note: I tried to keep a similar level of formality in the modern version as the original.)"
Act V,Scene II,Hamlet,"Popp'd in between the election and my hopes,",3657, Came up during the timeframe between the election and my expectations.
Act V,Scene II,Hamlet,"Thrown out his angle for my proper life,",3658, Took a leap of faith for my wellbeing.
Act V,Scene II,Hamlet,"And with such cozenage--is't not perfect conscience,",3659, And with such deceitfulness - isn't it pure honesty?
Act V,Scene II,Hamlet,"To quit him with this arm? and is't not to be damn'd,",3660," To leave him using this arm? And isn't that a sin? (informal)

Or simply:

Should I abandon him with this arm? Isn't that wrong? (more formal)"
Act V,Scene II,Hamlet,To let this canker of our nature come,3661," To allow this corruption within us to surface

or more colloquially,

   To let this inner flaw reveal itself

(The original quote is from Shakespeare's ""Macbeth,"" Act 1 Scene 5.)"
Act V,Scene II,Hamlet,In further evil?,3662, Are you continuing with something harmful?
Act V,Scene II,Horatio,It must be shortly known to him from England,3663, He should quickly find out it's from England.
Act V,Scene II,Horatio,What is the issue of the business there.,3664," What's the matter with that business? (Informal)
Or, more formally:   What's the concern or problem with the business over there?"
Act V,Scene II,Hamlet,It will be short: the interim is mine;,3665, It's brief: I've got control now.
Act V,Scene II,Hamlet,And a man's life's no more than to say 'One.',3666," A man's life isn't much more than saying ""one."" (Informal)"
Act V,Scene II,Hamlet,"But I am very sorry, good Horatio,",3667," I'm truly sorry, good friend Horatio."
Act V,Scene II,Hamlet,That to Laertes I forgot myself;,3668, I lost myself in speaking to Laertes.
Act V,Scene II,Hamlet,"For, by the image of my cause, I see",3669," Based on the depiction of my situation, it appears to me"
Act V,Scene II,Hamlet,The portraiture of his: I'll court his favours.,3670, I will seek his favor through my portraits.
Act V,Scene II,Hamlet,"But, sure, the bravery of his grief did put me",3671," Yet, indeed, his courage in facing grief was impressive to me."
Act V,Scene II,Hamlet,Into a towering passion.,3672, Into intense passion.
Act V,Scene II,Horatio,Peace! who comes here?,3673, Hey there! Who's that?
Act V,Scene II,[stage direction],Enter OSRIC,, Use OSRIC (Old School Reference and Index Compilation)
Act V,Scene II,Osric,Your lordship is right welcome back to Denmark.,3674," Welcome back, Your Lordship, to Denmark."
Act V,Scene II,Hamlet,"I humbly thank you, sir. Dost know this water-fly?",3675," I humbly thank you, sir. Do you recognize this dragonfly?"
Act V,Scene II,Horatio,"No, my good lord.",3676," No, my lord. I appreciate your question, but..."
Act V,Scene II,Hamlet,Thy state is the more gracious; for 'tis a vice to,3677," Your situation is more admirable, as being overly critical is a flaw."
Act V,Scene II,Hamlet,"know him. He hath much land, and fertile: let a",3678, He owns a lot of productive land. Let's work with him.
Act V,Scene II,Hamlet,"beast be lord of beasts, and his crib shall stand at",3679," The mightiest animal rules over all other creatures, and his enclosure will endure."
Act V,Scene II,Hamlet,"the king's mess: 'tis a chough; but, as I say,",3680," The king's messenger said it was a chough, but, to clarify... (Note that this is from Shakespeare's ""Henry V"", Act II, Scene 3.)"
Act V,Scene II,Hamlet,spacious in the possession of dirt.,3681, Dirt-filled yet spacious.
Act V,Scene II,Osric,"Sweet lord, if your lordship were at leisure, I",3682," Oh man, if you had time, I"
Act V,Scene II,Osric,should impart a thing to you from his majesty.,3683," He wants to share something with you, on behalf of His Majesty."
Act V,Scene II,Hamlet,"I will receive it, sir, with all diligence of",3684," I'll take care to handle it properly, sir."
Act V,Scene II,Hamlet,spirit. Put your bonnet to his right use; 'tis for the head.,3685," Spirit, please wear your hat properly; it's designed for your head."
Act V,Scene II,Osric,"I thank your lordship, it is very hot.",3686," Thank you, Your Lordship. It's quite warm."
Act V,Scene II,Hamlet,"No, believe me, 'tis very cold; the wind is",3687," No, I assure you, it's extremely chilly outside; the wind is biting."
Act V,Scene II,Hamlet,northerly.,3688, Northern (direction)
Act V,Scene II,Osric,"It is indifferent cold, my lord, indeed.",3689," It's quite chilly, my lord, I must say."
Act V,Scene II,Hamlet,But yet methinks it is very sultry and hot for my,3690," However, I find it extremely humid and hot for me."
Act V,Scene II,Hamlet,complexion.,3691, skin tone
Act V,Scene II,Osric,"Exceedingly, my lord; it is very sultry,--as",3692," Indeed, my lord, it's extremely hot today."
Act V,Scene II,Osric,"'twere,--I cannot tell how. But, my lord, his",3693," I don't exactly know how, but, my lord, it was him."
Act V,Scene II,Osric,majesty bade me signify to you that he has laid a,3694, His Majesty requests that I convey to you that he has issued a command/instruction/decree.
Act V,Scene II,Osric,"great wager on your head: sir, this is the matter,--",3695," A significant bet has been placed on you, Sir. This is what I need to discuss."
Act V,Scene II,Hamlet,"I beseech you, remember--",3696, I kindly ask you to recall please.
Act V,Scene II,[stage direction],HAMLET moves him to put on his hat,, HAMLET encourages him to grab his hat.
Act V,Scene II,Osric,"Nay, good my lord; for mine ease, in good faith.",3697," No, kind sir; honestly, I find it more comfortable."
Act V,Scene II,Osric,"Sir, here is newly come to court Laertes; believe",3698," Sir, here's Laertes, freshly arrived at court; trust him."
Act V,Scene II,Osric,"me, an absolute gentleman, full of most excellent",3699," I'm a total gent, extremely polite and courteous."
Act V,Scene II,Osric,"differences, of very soft society and great showing:",3700, Differences between a highly polished society and a casual one.
Act V,Scene II,Osric,"indeed, to speak feelingly of him, he is the card or",3701," Indeed, to be honest, he's the ace or key."
Act V,Scene II,Osric,"calendar of gentry, for you shall find in him the",3702," Gentleman's schedule, as he will prove useful to you"
Act V,Scene II,Osric,continent of what part a gentleman would see.,3703, continent a gentleman would view part of
Act V,Scene II,Hamlet,"Sir, his definement suffers no perdition in you;",3704," Sir, there's no damage to his reputation from your actions."
Act V,Scene II,Hamlet,"though, I know, to divide him inventorially would",3705,"I understand that splitting him inventory-wise would be necessary, but..."
Act V,Scene II,Hamlet,"dizzy the arithmetic of memory, and yet but yaw",3706," Confuse calculations with memories, and sometimes struggle to concentrate."
Act V,Scene II,Hamlet,"neither, in respect of his quick sail. But, in the",3707," neither regarding his swift voyage, however,"
Act V,Scene II,Hamlet,"verity of extolment, I take him to be a soul of",3708," Truth be told, he appears to be a sincere individual."
Act V,Scene II,Hamlet,great article; and his infusion of such dearth and,3709, Excellent article; his contribution is significantly insightful.
Act V,Scene II,Hamlet,"rareness, as, to make true diction of him, his",3710," scarcity, truly defining him

Alternatively,
his true definition lies in his scarcity"
Act V,Scene II,Hamlet,semblable is his mirror; and who else would trace,3711, He is reflective of himself; who else would imitate?
Act V,Scene II,Hamlet,"him, his umbrage, nothing more.",3712," him, just his annoyance, nothing else."
Act V,Scene II,Osric,Your lordship speaks most infallibly of him.,3713, Your lordship is undoubtedly speaking about him.
Act V,Scene II,Hamlet,"The concernancy, sir? why do we wrap the gentleman",3714," The concern here, sir? Why do we swaddle him?"
Act V,Scene II,Hamlet,in our more rawer breath?,3715, In our fresher air?
Act V,Scene II,Osric,Sir?,3716," Hey there? (informal)

or simply,

Excuse me? (formal)"
Act V,Scene II,Horatio,Is't not possible to understand in another tongue?,3717, Isn't it possible to comprehend in another language?
Act V,Scene II,Horatio,"You will do't, sir, really.",3718," You won't do it, sir, honestly."
Act V,Scene II,Hamlet,What imports the nomination of this gentleman?,3719, What significance does his nomination hold?
